,anio,codigo_municipio,municipio,codigo_departamento,departamento,codigo_etc,etc,poblacion_5_16,tasa_matriculacion_5_16,cobertura_neta,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,desercion,desercion_primaria,desercion_secundaria,desercion_media,aprobacion,aprobacion_primaria,aprobacion_secundaria,aprobacion_media,reprobacion,reprobacion_primaria,reprobacion_secundaria,reprobacion_media,repitencia,repitencia_primaria,repitencia_secundaria,repitencia_media
0,2023,5001,Medellín,5,Antioquia,3759.0,Medellín,377562.0,96.15,95.94,94.01,83.58,57.69,107.16,105.58,115.53,100.69,5.4,4.85,6.75,3.93,85.37,88.95,77.84,88.8,9.23,6.21,15.4,7.27,9.25,8.34,13.69,4.48
1,2023,5002,Abejorral,5,Antioquia,3758.0,Antioquia (ETC),3634.0,74.38,74.38,74.32,63.78,40.95,81.54,87.91,83.4,69.68,4.15,2.86,6.36,3.03,88.08,89.88,82.7,92.56,7.77,7.26,10.93,4.41,9.07,10.28,11.32,2.2
2,2023,5004,Abriaquí,5,Antioquia,3758.0,Antioquia (ETC),503.0,62.62,62.62,63.33,51.53,40.23,66.8,72.86,66.87,56.32,1.19,1.31,4.085,4.08,92.26,96.73,83.49,93.88,6.55,1.96,16.51,2.04,9.52,10.46,13.76,2.04
3,2023,5021,Alejandría,5,Antioquia,3758.0,Antioquia (ETC),864.0,81.37,81.37,73.21,77.74,73.08,85.19,79.31,90.88,96.15,3.26,1.67,6.02,2.4,88.86,91.3,80.32,95.2,7.88,7.02,13.65,2.4,7.2,7.69,11.65,1.72
4,2023,5030,Amagá,5,Antioquia,3758.0,Antioquia (ETC),5060.0,78.3,78.3,76.96,65.61,38.82,89.21,88.94,94.72,81.27,4.33,3.12,6.32,3.04,84.95,87.25,77.2,91.46,10.71,9.63,16.48,5.5,12.08,11.54,18.48,3.98
5,2023,5031,Amalfi,5,Antioquia,3758.0,Antioquia (ETC),5762.0,70.95,70.95,65.29,59.85,32.71,79.47,81.78,85.23,64.29,2.6,2.37,2.63,4.63,87.43,87.96,84.67,87.92,9.96,9.68,12.7,7.46,10.41,14.87,8.46,2.83
6,2023,5034,Andes,5,Antioquia,3758.0,Antioquia (ETC),7672.0,80.9,80.9,76.57,67.41,37.05,91.44,93.59,99.84,76.9,4.85,3.99,6.28,3.9,87.26,89.09,81.51,92.7,7.89,6.91,12.21,3.4,11.81,12.92,14.98,4.4
7,2023,5036,Angelópolis,5,Antioquia,3758.0,Antioquia (ETC),1017.0,81.32,81.32,79.19,72.51,44.32,99.8,91.15,111.99,105.68,4.48,4.31,5.96,1.8,88.1,93.26,77.48,94.59,7.42,2.43,16.56,3.6,11.31,10.51,18.54,1.72
8,2023,5038,Angostura,5,Antioquia,3758.0,Antioquia (ETC),2401.0,69.26,69.26,67.67,56.49,42.96,76.8,81.78,78.37,69.6,3.97,3.06,5.8,2.99,92.63,91.68,91.74,96.15,3.4,5.26,2.46,0.85,6.97,10.65,4.57,1.71
9,2023,5040,Anorí,5,Antioquia,3758.0,Antioquia (ETC),4477.0,71.72,71.72,69.16,60.85,35.14,76.95,84.79,78.23,58.71,6.07,4.72,9.11,5.38,90.21,91.42,87.13,89.24,3.72,3.86,3.77,5.38,5.81,7.35,5.69,2.2
10,2023,5042,Santafé de Antioquia,5,Antioquia,3758.0,Antioquia (ETC),5023.0,94.33,94.33,87.61,80.36,50.65,102.23,103.04,114.11,81.42,4.13,3.31,6.06,1.64,82.95,87.47,73.34,88.69,12.92,9.23,20.59,9.67,11.32,11.3,15.21,4.92
11,2023,5044,Anza,5,Antioquia,3758.0,Antioquia (ETC),1494.0,81.93,81.93,79.59,68.35,36.21,92.7,98.42,101.01,64.61,5.53,6.11,6.24,2.42,81.85,78.14,79.68,95.16,12.62,15.76,14.09,2.42,9.27,10.77,11.09,2.42
12,2023,5045,Apartadó,5,Antioquia,7692.0,Apartado,28391.0,91.17,91.16,84.45,77.96,58.34,104.53,99.15,112.92,107.81,4.14,3.1,5.63,4.02,87.88,91.41,82.02,86.88,7.98,5.49,12.35,9.1,8.12,7.16,11.94,4.99
13,2023,5051,Arboletes,5,Antioquia,3758.0,Antioquia (ETC),7592.0,89.65,89.65,79.18,76.01,50.17,104.1,98.66,118.04,101.47,3.49,3.06,4.16,4.3,91.17,92.15,88.21,91.8,5.34,4.79,7.63,3.89,9.66,11.09,11.56,4.5
14,2023,5055,Argelia,5,Antioquia,3758.0,Antioquia (ETC),1686.0,75.56,75.56,71.1,72.15,39.11,79.77,81.02,88.27,59.78,4.46,4.37,5.16,4.32,90.04,91.61,86.11,91.36,5.5,4.02,8.73,4.32,7.81,9.09,9.13,3.7
15,2023,5059,Armenia,5,Antioquia,3758.0,Antioquia (ETC),795.0,49.18,49.18,43.15,50.76,26.52,56.1,48.81,72.35,51.52,2.23,2.44,2.44,2.97,88.83,92.68,81.71,96.15,8.93,4.88,15.85,3.85,15.14,4.88,29.88,7.69
16,2023,5079,Barbosa,5,Antioquia,3758.0,Antioquia (ETC),8520.0,81.47,81.47,78.54,69.12,46.36,90.52,89.69,98.55,79.74,5.19,3.98,7.31,3.98,87.09,90.54,79.66,91.05,7.72,5.48,13.03,4.97,9.89,8.83,15.13,3.97
17,2023,5086,Belmira,5,Antioquia,3758.0,Antioquia (ETC),1344.0,84.82,84.82,78.58,73.38,51.75,95.46,89.84,104.33,101.75,3.56,4.24,3.64,3.02,91.71,90.1,89.75,96.98,4.72,5.66,6.61,4.24,7.21,7.88,9.11,4.02
18,2023,5088,Bello,5,Antioquia,3760.0,Bello,86977.0,89.91,89.85,88.65,76.56,48.41,100.04,101.72,107.85,87.47,5.21,4.73,6.35,3.79,84.15,87.01,77.06,88.54,10.64,8.26,16.6,7.66,11.24,9.41,17.38,5.12
19,2023,5091,Betania,5,Antioquia,3758.0,Antioquia (ETC),2143.0,64.54,64.54,63.43,48.09,27.73,70.18,80.7,70.77,47.34,6.27,7.56,5.98,1.99,88.22,86.27,87.18,96.03,5.51,6.16,6.84,1.99,8.08,11.47,6.62,0.66
20,2023,5093,Betulia,5,Antioquia,3758.0,Antioquia (ETC),3444.0,79.07,79.07,80.77,66.41,37.15,86.96,92.89,91.75,64.44,3.42,1.73,5.94,3.97,92.39,93.02,89.45,94.7,4.19,5.25,4.61,1.32,10.32,9.68,16.19,1.99
21,2023,5101,Ciudad Bolívar,5,Antioquia,3758.0,Antioquia (ETC),4906.0,77.01,76.99,71.85,65.29,39.93,90.11,87.84,99.16,81.93,8.02,5.26,12.78,4.51,83.48,87.17,74.67,90.74,8.5,7.56,12.56,4.74,15.24,13.73,22.17,6.32
22,2023,5107,Briceño,5,Antioquia,3758.0,Antioquia (ETC),1970.0,66.24,66.24,60.83,48.61,27.18,83.55,87.22,93.96,66.34,4.73,3.35,7.49,4.96,89.26,90.54,84.78,90.91,6.01,6.11,7.73,4.13,7.06,9.32,6.79,1.72
23,2023,5113,Buriticá,5,Antioquia,3758.0,Antioquia (ETC),2080.0,80.24,80.24,77.47,65.19,30.06,88.03,95.29,95.28,59.51,6.89,5.53,10.12,6.13,85.15,88.94,75.62,89.57,7.97,5.53,14.26,4.29,12.24,12.47,16.75,4.29
24,2023,5120,Cáceres,5,Antioquia,3758.0,Antioquia (ETC),8010.0,82.3,82.3,75.34,65.96,38.38,95.93,99.69,104.46,77.27,5.66,4.99,7.66,4.65,86.28,85.28,83.74,90.84,8.06,9.72,8.6,4.5,11.9,15.62,11.02,3.9
25,2023,5125,Caicedo,5,Antioquia,3758.0,Antioquia (ETC),1821.0,82.43,82.43,76.09,70.81,45.83,96.71,87.53,114.26,95.14,3.78,3.38,5.23,1.49,90.72,91.04,86.85,96.52,5.51,5.58,7.93,1.99,7.49,12.19,5.95,0.5
26,2023,5129,Caldas,5,Antioquia,3758.0,Antioquia (ETC),11490.0,96.28,96.07,94.6,83.67,58.08,103.92,105.73,109.01,90.38,6.73,4.85,8.92,7.78,86.56,88.06,82.8,87.72,6.72,7.08,8.28,4.5,10.39,9.8,15.01,4.14
27,2023,5134,Campamento,5,Antioquia,3758.0,Antioquia (ETC),2217.0,65.4,65.4,63.08,50.2,30.58,73.21,79.48,75.76,60.33,2.6,1.78,4.95,2.97,90.45,88.39,88.57,100.0,6.95,9.84,6.48,4.24,9.94,13.39,9.71,1.62
28,2023,5138,Cañasgordas,5,Antioquia,3758.0,Antioquia (ETC),3155.0,83.14,83.14,77.79,71.75,49.23,91.28,90.6,102.45,83.08,4.89,4.18,7.04,1.88,89.9,91.72,84.34,96.25,5.22,4.1,8.62,1.88,8.24,8.28,11.6,1.61
29,2023,5142,Caracolí,5,Antioquia,3758.0,Antioquia (ETC),765.0,86.01,86.01,77.74,81.2,50.42,101.57,92.68,128.4,94.12,5.9,5.7,7.92,2.17,89.78,88.59,88.3,94.57,4.32,5.7,3.77,3.26,8.35,13.42,5.66,2.17
30,2023,5145,Caramanta,5,Antioquia,3758.0,Antioquia (ETC),759.0,81.42,81.42,72.93,78.52,53.79,86.56,89.49,89.06,81.82,3.05,2.14,4.39,2.8,93.9,92.88,94.3,94.39,3.05,4.98,1.32,2.8,5.78,8.54,4.39,2.78
31,2023,5147,Carepa,5,Antioquia,3758.0,Antioquia (ETC),12257.0,91.03,91.03,84.0,79.65,50.67,101.76,99.65,113.51,86.32,3.4,2.82,4.61,2.38,89.54,93.11,82.92,90.86,7.07,4.07,12.47,6.77,8.23,8.15,11.11,3.24
32,2023,5148,El Carmen de Viboral,5,Antioquia,3758.0,Antioquia (ETC),11145.0,93.5,93.41,91.93,82.78,49.97,98.98,102.31,107.7,76.41,4.19,3.24,6.07,3.43,87.85,89.12,82.36,92.97,7.96,7.64,11.57,3.6,10.15,8.64,16.1,4.37
33,2023,5150,Carolina,5,Antioquia,3758.0,Antioquia (ETC),571.0,83.19,83.19,91.93,60.1,42.99,91.42,108.97,76.35,71.03,2.87,2.47,3.23,2.63,82.76,92.59,67.1,75.0,14.37,4.94,29.68,22.37,11.11,12.76,15.48,3.95
34,2023,5154,Caucasia,5,Antioquia,3758.0,Antioquia (ETC),22190.0,88.17,88.13,81.32,74.77,49.17,98.1,99.07,105.15,90.35,3.77,3.08,5.48,2.23,87.14,89.4,80.86,89.99,9.09,7.52,13.66,7.79,10.56,10.24,14.66,5.75
35,2023,5172,Chigorodó,5,Antioquia,3758.0,Antioquia (ETC),14723.0,89.93,89.93,84.0,77.43,53.9,97.91,99.13,104.93,85.73,5.39,3.95,7.64,5.87,87.47,91.55,79.94,88.5,7.14,4.5,12.43,5.63,8.75,8.9,11.99,3.77
36,2023,5190,Cisneros,5,Antioquia,3758.0,Antioquia (ETC),1700.0,79.65,79.65,75.07,72.79,54.42,88.29,83.0,98.09,80.92,6.67,5.8,7.76,4.97,84.97,88.23,78.83,86.74,8.36,5.97,13.42,8.29,6.6,4.95,11.11,4.42
37,2023,5197,Cocorná,5,Antioquia,3758.0,Antioquia (ETC),3068.0,102.41,102.41,100.15,96.16,47.36,111.93,112.64,129.12,82.03,4.5,3.54,5.79,5.16,88.61,90.57,84.0,89.97,6.9,5.88,10.21,4.87,7.56,7.82,9.79,4.3
38,2023,5206,Concepción,5,Antioquia,3758.0,Antioquia (ETC),836.0,76.44,76.44,75.85,69.18,47.76,81.7,83.24,88.53,75.37,2.05,1.02,3.66,0.99,96.19,97.61,94.31,96.04,1.76,1.37,2.03,2.97,5.56,6.48,7.69,1.72
39,2023,5209,Concordia,5,Antioquia,3758.0,Antioquia (ETC),4108.0,63.07,63.07,58.89,49.19,29.99,71.2,75.52,72.87,58.56,5.86,5.3,7.77,4.06,86.2,86.91,81.01,91.3,7.94,7.79,11.22,4.64,12.95,15.9,14.12,6.96
40,2023,5212,Copacabana,5,Antioquia,3758.0,Antioquia (ETC),11635.0,103.33,103.31,103.57,90.96,63.82,112.24,115.01,119.11,99.11,4.03,3.53,5.34,2.2,87.1,91.54,78.54,91.5,8.87,4.94,16.12,6.29,9.13,7.03,15.43,3.05
41,2023,5234,Dabeiba,5,Antioquia,3758.0,Antioquia (ETC),6157.0,82.31,82.31,75.64,56.91,35.22,94.38,103.54,95.95,73.56,6.79,5.41,10.61,6.14,84.95,84.58,80.31,91.01,8.26,10.01,9.08,2.85,13.27,15.55,14.59,6.36
42,2023,5237,Don Matías,5,Antioquia,3758.0,Antioquia (ETC),3702.0,95.92,95.92,90.49,86.55,48.25,106.27,105.05,122.74,81.59,9.25,6.09,12.49,10.12,81.37,87.25,73.08,80.06,9.38,6.66,14.43,9.82,10.22,9.55,14.26,5.06
43,2023,5240,Ebéjico,5,Antioquia,3758.0,Antioquia (ETC),1942.0,69.82,69.82,60.6,65.72,39.39,79.2,72.9,90.27,76.97,5.34,4.48,7.08,3.7,88.37,88.47,85.66,92.59,6.29,7.06,7.26,3.7,11.29,11.88,15.22,4.17
44,2023,5250,El Bagre,5,Antioquia,3758.0,Antioquia (ETC),14443.0,89.28,89.28,79.96,74.28,49.31,101.6,102.38,108.4,94.61,5.28,3.74,7.41,5.71,87.68,90.67,82.41,86.61,7.04,5.59,10.18,7.68,9.06,10.91,9.77,4.27
45,2023,5264,Entrerrios,5,Antioquia,3758.0,Antioquia (ETC),2253.0,82.16,82.16,81.89,67.91,49.87,89.92,90.78,94.92,78.98,1.72,1.58,1.89,2.97,88.28,90.19,79.72,97.66,10.0,8.23,18.4,2.34,10.3,8.54,18.87,1.75
46,2023,5266,Envigado,5,Antioquia,3761.0,Envigado,27332.0,101.96,99.68,95.9,92.57,64.79,107.71,106.08,114.18,103.65,3.17,2.76,3.97,2.57,86.49,92.32,78.13,88.6,10.35,4.92,17.9,8.83,9.17,6.62,14.92,4.37
47,2023,5282,Fredonia,5,Antioquia,3758.0,Antioquia (ETC),3841.0,62.95,62.95,55.19,53.45,37.2,72.43,66.15,81.08,74.11,6.54,5.71,8.41,3.95,89.94,89.85,87.7,94.21,3.53,4.43,3.89,1.84,9.03,9.66,11.99,2.37
48,2023,5284,Frontino,5,Antioquia,3758.0,Antioquia (ETC),4870.0,89.22,89.22,86.29,60.57,37.06,102.38,114.96,100.91,84.16,5.97,5.95,7.19,4.02,80.03,78.1,76.44,89.06,14.0,15.95,16.37,6.92,15.27,18.55,16.59,4.46
49,2023,5306,Giraldo,5,Antioquia,3758.0,Antioquia (ETC),1208.0,101.16,101.16,95.23,90.86,48.37,113.08,110.5,127.92,99.46,4.83,1.21,9.87,5.11,87.32,92.23,80.04,83.21,7.84,6.56,10.09,11.68,13.79,9.67,25.11,4.38
50,2023,5308,Girardota,5,Antioquia,3758.0,Antioquia (ETC),8181.0,91.27,91.04,84.63,81.97,54.22,99.55,97.06,111.97,88.85,5.97,5.94,7.08,2.85,83.39,85.52,75.66,93.22,10.64,8.53,17.26,3.92,12.22,10.88,18.6,4.04
51,2023,5310,Gómez Plata,5,Antioquia,3758.0,Antioquia (ETC),1705.0,67.74,67.74,58.24,64.86,35.56,76.48,68.47,89.98,67.96,3.29,2.9,3.56,3.77,87.26,90.04,81.34,90.57,9.45,7.05,15.09,5.66,11.67,11.2,16.14,6.92
52,2023,5313,Granada,5,Antioquia,3758.0,Antioquia (ETC),2197.0,78.2,78.2,78.81,65.42,42.81,84.02,90.95,85.59,68.81,4.31,2.38,7.95,2.6,90.76,92.76,84.45,96.35,4.93,4.86,7.6,1.04,8.29,9.28,11.13,0.52
53,2023,5315,Guadalupe,5,Antioquia,3758.0,Antioquia (ETC),1318.0,66.62,66.62,58.75,56.1,39.19,74.81,69.8,86.25,69.37,2.37,0.53,3.44,5.19,89.32,91.29,85.96,88.15,8.31,8.18,10.6,6.67,10.9,12.4,11.17,8.89
54,2023,5318,Guarne,5,Antioquia,3758.0,Antioquia (ETC),8599.0,85.3,85.3,85.27,73.78,43.64,94.79,97.01,100.78,81.67,5.78,5.61,6.85,3.15,84.4,86.4,76.93,91.05,9.82,7.99,16.22,5.8,10.12,9.71,14.39,5.17
55,2023,5321,Guatape,5,Antioquia,3758.0,Antioquia (ETC),1405.0,107.76,107.76,105.61,90.56,72.22,116.65,115.65,119.53,119.23,4.43,3.82,5.26,3.73,89.02,90.29,86.35,88.38,6.55,5.88,8.38,7.88,6.87,5.59,10.72,4.15
56,2023,5347,Heliconia,5,Antioquia,3758.0,Antioquia (ETC),858.0,79.02,79.02,73.78,64.65,44.67,91.61,89.05,97.64,92.0,7.34,5.18,12.89,2.78,90.58,92.88,83.98,96.3,2.08,1.94,3.13,0.93,12.72,14.24,17.51,2.78
57,2023,5353,Hispania,5,Antioquia,3758.0,Antioquia (ETC),971.0,84.45,84.45,80.54,58.26,35.19,104.02,103.69,125.55,74.69,13.21,11.31,20.22,1.25,79.14,80.15,70.41,95.0,7.65,8.54,9.36,3.75,13.95,19.1,10.86,8.75
58,2023,5360,Itagüí,5,Antioquia,3762.0,Itagüí,39694.0,90.2,89.83,86.34,79.28,59.57,99.23,96.43,105.19,98.04,4.73,3.72,6.43,3.61,88.77,92.26,82.99,90.0,6.5,4.02,10.58,6.38,8.49,6.86,12.95,4.75
59,2023,5361,Ituango,5,Antioquia,3758.0,Antioquia (ETC),5229.0,68.25,68.25,64.47,57.74,34.15,77.89,80.38,82.37,69.93,3.96,3.09,5.23,4.1,92.33,92.39,91.55,91.8,3.71,4.52,3.21,4.1,7.46,11.38,5.53,2.15
60,2023,5364,Jardín,5,Antioquia,3758.0,Antioquia (ETC),2464.0,85.71,85.71,78.76,75.03,64.44,97.24,90.46,105.52,103.58,3.55,2.18,5.12,4.42,88.11,90.97,82.26,88.57,8.35,6.86,12.61,7.01,6.59,9.02,6.7,3.12
61,2023,5368,Jericó,5,Antioquia,3758.0,Antioquia (ETC),2130.0,75.35,75.35,72.61,61.7,53.28,85.16,82.28,86.87,91.8,2.28,1.96,2.85,1.54,91.53,92.17,88.08,94.62,6.19,5.87,9.07,3.85,8.04,9.23,10.32,2.68
62,2023,5376,La Ceja,5,Antioquia,3758.0,Antioquia (ETC),10830.0,91.21,91.13,90.3,77.93,58.18,103.59,99.11,104.26,117.34,2.65,2.35,3.48,1.85,88.8,92.03,81.34,92.85,8.55,5.62,15.17,5.3,8.02,7.94,10.81,4.03
63,2023,5380,La Estrella,5,Antioquia,7738.0,La estrella(ETC),10676.0,125.77,125.01,126.87,110.81,79.3,133.72,139.94,137.22,118.96,3.01,2.71,3.11,2.63,87.47,90.99,81.89,88.3,9.52,6.29,15.0,9.06,10.27,7.28,16.52,7.06
64,2023,5390,La Pintada,5,Antioquia,3758.0,Antioquia (ETC),1551.0,81.69,81.69,81.54,59.7,41.97,91.94,94.54,98.13,70.8,4.47,5.77,3.1,6.13,83.19,87.61,74.34,80.37,12.34,6.62,22.57,13.5,12.41,12.22,18.58,3.68
65,2023,5400,La Unión,5,Antioquia,3758.0,Antioquia (ETC),4070.0,94.72,94.69,92.32,84.63,63.57,99.41,102.52,102.54,84.57,4.1,3.13,5.6,2.99,89.5,89.52,85.88,95.14,6.4,7.35,8.52,1.87,6.37,8.03,7.54,1.31
66,2023,5411,Liborina,5,Antioquia,3758.0,Antioquia (ETC),1928.0,77.18,77.18,67.21,69.62,52.66,85.11,78.55,94.2,90.28,2.13,0.95,2.74,3.95,90.96,91.75,88.87,90.79,6.91,7.3,8.39,5.26,6.14,7.62,7.71,0.44
67,2023,5425,Maceo,5,Antioquia,3758.0,Antioquia (ETC),1683.0,96.97,96.97,88.01,80.59,53.57,104.81,106.68,117.22,80.95,2.77,2.44,3.69,2.76,91.62,91.67,88.78,95.03,5.6,5.9,7.54,2.21,11.56,12.31,15.22,4.42
68,2023,5440,Marinilla,5,Antioquia,3758.0,Antioquia (ETC),12012.0,99.61,99.58,99.52,85.89,54.86,107.68,111.25,113.0,92.57,5.29,4.75,6.95,2.54,85.87,89.96,77.12,88.9,8.84,5.29,15.92,8.56,10.12,9.55,15.48,2.78
69,2023,5467,Montebello,5,Antioquia,3758.0,Antioquia (ETC),1132.0,75.8,75.8,73.04,62.44,40.11,81.18,84.93,85.49,67.38,3.48,2.5,5.76,1.59,86.18,88.0,77.88,96.03,10.34,9.5,16.36,2.38,7.83,10.25,9.09,0.79
70,2023,5475,Murindó,5,Antioquia,3758.0,Antioquia (ETC),1628.0,75.18,75.18,72.34,31.19,12.81,88.57,115.84,63.62,43.84,0.68,0.78,0.87,2.97,82.19,75.0,96.09,100.0,17.12,24.22,3.04,4.24,16.74,22.09,6.96,2.7
71,2023,5480,Mutatá,5,Antioquia,3758.0,Antioquia (ETC),3876.0,98.09,98.09,91.99,74.94,37.08,112.69,121.54,117.98,79.5,5.91,5.06,7.94,5.78,83.16,85.66,74.15,86.05,10.93,9.28,17.92,8.16,12.76,13.03,14.93,7.82
72,2023,5483,Nariño,5,Antioquia,3758.0,Antioquia (ETC),2179.0,65.08,65.08,61.94,51.54,28.61,69.53,76.46,71.95,48.16,3.5,2.88,4.48,5.29,89.9,87.63,89.37,94.12,6.6,9.5,6.16,0.59,10.17,14.68,8.4,3.53
73,2023,5490,Necoclí,5,Antioquia,3758.0,Antioquia (ETC),11723.0,110.62,110.62,96.52,97.89,60.3,126.09,119.9,145.41,109.35,5.37,3.53,7.95,6.27,87.2,90.9,80.28,87.64,7.43,5.58,11.77,6.09,8.79,8.89,11.31,4.08
74,2023,5495,Nechí,5,Antioquia,3758.0,Antioquia (ETC),7174.0,85.18,85.18,77.46,70.13,36.33,97.09,98.33,109.91,73.61,4.95,3.84,7.26,4.19,87.29,90.19,80.54,88.27,7.76,5.97,12.2,7.54,9.25,9.39,12.24,3.18
75,2023,5501,Olaya,5,Antioquia,3758.0,Antioquia (ETC),584.0,81.16,81.16,77.33,79.59,48.89,87.67,91.9,94.39,71.11,3.52,4.85,2.16,3.13,86.13,85.02,83.78,90.63,10.35,10.13,14.05,6.25,9.38,13.22,8.11,3.13
76,2023,5541,Peñol,5,Antioquia,3758.0,Antioquia (ETC),3762.0,96.12,96.12,95.32,84.3,54.14,106.54,104.68,117.33,94.87,3.55,3.37,3.96,2.39,92.87,93.39,90.68,95.69,3.58,3.24,5.36,1.91,8.1,8.58,10.15,4.55
77,2023,5543,Peque,5,Antioquia,3758.0,Antioquia (ETC),1900.0,75.32,75.32,75.46,58.21,30.33,83.11,92.64,85.2,58.67,4.29,1.72,8.95,3.85,85.34,85.43,80.13,92.31,10.36,12.85,10.92,3.85,9.75,12.58,10.26,0.77
78,2023,5576,Pueblorrico,5,Antioquia,3758.0,Antioquia (ETC),1685.0,66.05,66.05,65.85,57.19,37.14,73.41,75.22,76.95,64.64,4.47,3.45,6.7,2.03,89.17,89.27,85.11,95.95,6.36,7.28,8.19,2.03,9.2,9.96,12.41,2.7
79,2023,5579,Puerto Berrío,5,Antioquia,3758.0,Antioquia (ETC),7758.0,76.53,76.53,71.62,67.27,44.84,90.06,86.56,100.15,83.53,3.47,3.3,3.87,1.75,90.15,90.99,86.59,94.61,6.38,5.72,9.54,3.64,7.3,9.13,7.79,2.43
80,2023,5585,Puerto Nare,5,Antioquia,3758.0,Antioquia (ETC),2812.0,71.76,71.76,64.08,58.44,37.08,86.27,80.53,100.32,83.82,5.76,3.96,8.88,3.38,85.09,87.08,77.86,93.98,9.15,8.96,13.26,2.63,14.53,15.42,19.54,3.01
81,2023,5591,Puerto Triunfo,5,Antioquia,3758.0,Antioquia (ETC),3562.0,103.12,103.12,96.99,83.74,42.83,114.29,123.23,127.65,77.52,6.56,5.19,9.63,5.1,84.75,86.66,78.57,87.54,8.68,8.16,11.8,7.37,12.97,13.02,17.58,6.23
82,2023,5604,Remedios,5,Antioquia,3758.0,Antioquia (ETC),6857.0,112.12,112.12,107.43,92.48,53.38,123.26,132.29,130.27,89.8,5.64,4.68,7.76,4.05,88.36,89.66,83.89,91.03,6.01,5.66,8.35,4.91,8.38,10.08,9.79,1.84
83,2023,5607,Retiro,5,Antioquia,3758.0,Antioquia (ETC),3575.0,124.0,119.33,114.59,97.57,59.07,131.36,135.51,136.78,104.99,3.58,3.12,5.23,1.23,89.34,91.26,83.88,93.52,7.08,5.62,10.89,5.25,10.54,11.86,12.59,4.32
84,2023,5615,Rionegro,5,Antioquia,7609.0,Rionegro,20860.0,104.88,104.31,105.4,88.53,51.91,115.24,119.03,124.1,91.16,4.48,3.46,6.11,3.6,81.25,85.85,71.52,85.52,14.27,10.69,22.38,10.88,13.43,10.99,21.35,5.1
85,2023,5628,Sabanalarga,5,Antioquia,3758.0,Antioquia (ETC),2053.0,78.57,78.57,71.51,69.85,36.77,85.97,87.47,96.15,70.65,4.5,3.55,6.23,3.07,95.5,96.45,93.77,96.93,5.15,4.43,7.98,4.24,9.11,13.56,7.12,0.61
86,2023,5631,Sabaneta,5,Antioquia,7740.0,Sabaneta,10175.0,107.84,107.64,100.97,107.73,74.54,113.98,108.74,129.43,108.27,3.88,3.49,5.23,1.74,86.84,92.32,78.22,89.31,9.29,4.2,16.55,8.95,7.96,6.06,13.22,2.95
87,2023,5642,Salgar,5,Antioquia,3758.0,Antioquia (ETC),3468.0,70.65,70.65,69.94,57.51,25.47,79.33,88.01,89.1,46.5,7.34,6.02,10.88,3.8,83.86,86.0,76.03,93.67,8.8,7.97,13.1,2.53,13.86,14.81,17.87,2.95
88,2023,5647,San Andrés,5,Antioquia,3758.0,Antioquia (ETC),1652.0,74.52,74.52,69.57,59.93,42.35,81.23,86.26,86.83,69.02,5.04,5.05,6.16,1.32,85.84,83.22,84.83,94.74,9.13,11.73,9.0,3.95,12.42,19.67,8.29,1.32
89,2023,5649,San Carlos,5,Antioquia,3758.0,Antioquia (ETC),3212.0,88.54,88.54,84.67,73.78,53.13,98.57,98.61,108.52,90.43,4.1,3.65,5.95,1.84,86.88,87.5,81.48,93.42,9.02,8.85,12.57,4.74,7.76,8.63,10.53,1.32
90,2023,5652,San Francisco,5,Antioquia,3758.0,Antioquia (ETC),1305.0,82.61,82.61,78.43,71.26,37.7,89.96,92.87,102.61,67.02,3.02,1.31,4.81,4.81,86.26,86.33,82.89,90.38,10.71,12.36,12.3,4.81,11.9,11.24,16.84,6.73
91,2023,5656,San Jerónimo,5,Antioquia,3758.0,Antioquia (ETC),2816.0,84.8,84.8,82.52,69.34,44.04,95.06,96.42,98.63,82.98,3.31,3.01,4.24,2.52,88.24,89.12,84.62,89.27,8.45,7.87,11.15,8.2,9.0,8.4,12.6,4.73
92,2023,5658,San José de la Montaña,5,Antioquia,3758.0,Antioquia (ETC),844.0,59.83,59.83,53.91,56.55,40.56,61.73,61.16,72.41,48.95,1.73,1.9,1.43,2.86,94.43,95.26,91.9,97.14,3.84,2.84,6.67,4.24,4.61,7.58,3.81,1.72
93,2023,5659,San Juan de Urabá,5,Antioquia,3758.0,Antioquia (ETC),5641.0,96.21,96.21,84.39,82.04,44.46,110.23,111.28,122.23,88.32,4.73,3.45,6.12,6.44,85.23,89.4,76.24,88.41,10.04,7.15,17.64,5.15,15.01,14.78,20.55,6.12
94,2023,5660,San Luis,5,Antioquia,3758.0,Antioquia (ETC),2968.0,93.36,93.36,89.11,79.33,52.73,100.17,102.53,108.29,86.36,5.03,4.35,6.16,4.66,89.97,90.4,87.05,93.17,5.0,5.25,6.79,2.17,10.41,11.44,13.91,2.48
95,2023,5664,San Pedro,5,Antioquia,3758.0,Antioquia (ETC),4248.0,110.26,110.26,104.56,99.23,74.38,120.1,116.25,129.36,121.05,3.54,2.69,5.4,2.47,89.56,92.8,83.13,91.48,6.9,4.51,11.47,6.04,7.5,7.04,11.76,2.2
