,anio,codigo_municipio,municipio,codigo_departamento,departamento,codigo_etc,etc,poblacion_5_16,tasa_matriculacion_5_16,cobertura_neta,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,desercion,desercion_primaria,desercion_secundaria,desercion_media,aprobacion,aprobacion_primaria,aprobacion_secundaria,aprobacion_media,reprobacion,reprobacion_primaria,reprobacion_secundaria,reprobacion_media,repitencia,repitencia_primaria,repitencia_secundaria,repitencia_media
2301,2012,5306,Giraldo,5,Antioquia,3758.0,Antioquia (ETC),988.0,107.19,107.2,109.2,90.6,54.4,118.6,137.7,112.9,98.9,2.47,1.37,4.05,2.81,93.17,97.46,86.84,92.13,4.35,1.17,9.11,5.06,1.11,0.78,2.28,1.72
2302,2012,5308,Girardota,5,Antioquia,3758.0,Antioquia (ETC),11075.0,74.28,74.2,66.8,72.0,42.9,81.1,79.0,93.6,69.3,2.79,2.64,3.35,2.09,88.81,90.9,84.56,89.76,8.4,6.46,12.09,8.16,2.76,2.12,3.87,2.94
2303,2012,5310,Gómez Plata,5,Antioquia,3758.0,Antioquia (ETC),2631.0,71.76,71.8,65.4,61.4,35.1,83.0,81.3,95.3,71.3,4.26,3.92,5.17,2.92,93.95,91.93,94.83,97.08,1.78,4.15,7.98,4.24,2.95,2.46,3.7,4.35
2304,2012,5313,Granada,5,Antioquia,3758.0,Antioquia (ETC),2140.0,86.82,86.8,95.6,61.7,22.6,94.4,121.3,89.7,42.3,5.61,4.09,8.97,1.91,87.14,86.94,82.72,98.09,7.24,8.97,8.31,4.24,1.22,2.27,3.41,1.72
2305,2012,5315,Guadalupe,5,Antioquia,3758.0,Antioquia (ETC),1259.0,109.77,109.8,95.4,92.7,26.2,120.8,138.9,133.0,57.8,2.35,2.35,2.94,2.97,91.41,93.43,86.79,91.6,6.24,4.21,10.27,8.4,0.23,2.26,0.91,1.72
2306,2012,5318,Guarne,5,Antioquia,3758.0,Antioquia (ETC),10357.0,68.73,68.7,61.6,64.0,37.9,74.6,71.9,84.0,63.5,2.86,2.41,3.6,2.12,93.8,94.22,91.59,96.67,3.35,3.37,4.81,1.21,0.98,0.67,1.47,1.28
2307,2012,5321,Guatape,5,Antioquia,3758.0,Antioquia (ETC),1141.0,116.91,116.9,107.2,112.1,87.5,135.6,118.6,144.3,75.32,1.95,1.85,2.39,1.61,86.51,90.96,83.1,79.12,11.54,7.2,14.51,4.24,2.4,2.26,3.41,1.72
2308,2012,5347,Heliconia,5,Antioquia,3758.0,Antioquia (ETC),1436.0,86.98,87.0,78.8,67.9,32.2,99.3,115.5,93.9,61.0,6.06,6.33,6.1,3.47,93.5,93.67,93.9,92.36,0.44,4.43,7.98,4.17,0.08,0.15,3.41,1.72
2309,2012,5353,Hispania,5,Antioquia,3758.0,Antioquia (ETC),1023.0,101.56,101.6,112.1,66.0,29.6,128.5,152.3,137.4,86.6,5.27,3.41,7.14,11.24,84.89,82.05,89.29,79.78,9.84,4.43,3.57,8.99,0.3,0.36,0.36,1.72
2310,2012,5360,Itagüí,5,Antioquia,3762.0,Itagüí,51869.0,73.69,73.4,69.3,67.1,45.9,81.9,78.7,91.7,74.5,2.6,1.81,3.64,2.14,93.09,95.39,89.49,93.91,4.3,2.81,6.87,3.94,1.54,0.74,2.88,1.1
2311,2012,5361,Ituango,5,Antioquia,3758.0,Antioquia (ETC),6575.0,97.48,97.5,112.8,58.6,25.0,111.2,159.7,96.3,61.3,8.84,7.12,13.0,11.99,84.66,84.9,81.77,83.95,6.5,7.97,5.22,4.06,0.35,0.44,0.27,1.72
2312,2012,5364,Jardín,5,Antioquia,3758.0,Antioquia (ETC),3195.0,89.23,89.2,82.3,71.3,41.2,101.5,113.6,99.6,76.4,3.37,3.46,3.8,2.25,86.53,86.22,85.12,84.79,10.1,10.32,11.07,12.96,0.2,0.13,0.46,1.72
2313,2012,5368,Jericó,5,Antioquia,3758.0,Antioquia (ETC),2674.0,94.69,94.7,84.0,81.9,53.6,103.9,107.1,109.0,89.7,3.83,3.69,4.74,3.54,92.12,90.87,90.85,96.17,4.06,5.44,4.41,0.29,1.55,1.59,1.98,1.18
2314,2012,5376,La Ceja,5,Antioquia,3758.0,Antioquia (ETC),11162.0,94.59,94.4,91.6,83.4,51.9,103.6,105.2,109.7,90.5,2.39,2.05,3.11,2.2,91.35,95.43,86.39,84.81,6.26,2.52,10.5,12.99,0.69,0.65,0.99,0.38
2315,2012,5390,La Pintada,5,Antioquia,3758.0,Antioquia (ETC),1515.0,115.84,115.8,108.4,99.2,47.3,134.1,155.3,138.4,86.5,3.76,3.31,4.9,4.55,80.2,82.17,70.26,89.9,5.15,4.43,7.98,5.56,2.4,2.26,3.41,1.72
2316,2012,5400,La Unión,5,Antioquia,3758.0,Antioquia (ETC),4359.0,96.42,96.4,91.5,90.9,55.3,105.0,107.7,111.1,86.6,3.8,2.63,6.27,3.13,86.12,85.45,82.86,89.06,10.09,11.93,10.87,7.81,0.1,0.22,3.41,1.72
2317,2012,5411,Liborina,5,Antioquia,3758.0,Antioquia (ETC),2192.0,99.54,99.5,123.3,70.0,38.2,118.3,155.7,108.2,88.5,2.44,1.45,4.34,1.41,97.56,98.55,95.66,98.59,5.15,4.43,7.98,4.24,0.3,0.09,0.79,1.72
2318,2012,5425,Maceo,5,Antioquia,3758.0,Antioquia (ETC),1506.0,131.34,131.3,134.6,96.9,49.4,152.9,181.6,159.9,94.7,3.73,4.25,3.62,2.23,96.12,95.57,96.38,97.21,0.15,0.19,7.98,0.56,0.94,1.05,1.06,0.56
2319,2012,5440,Marinilla,5,Antioquia,3758.0,Antioquia (ETC),12274.0,90.46,90.5,81.1,87.0,55.0,97.8,91.7,109.5,92.4,2.55,2.18,3.58,1.81,91.61,92.83,92.05,83.34,5.84,4.98,4.37,14.84,1.59,1.08,2.22,2.67
2320,2012,5467,Montebello,5,Antioquia,3758.0,Antioquia (ETC),1478.0,90.66,90.7,96.7,67.5,40.3,99.9,119.0,91.0,78.2,1.68,0.94,2.69,1.69,89.59,88.86,86.31,96.07,8.73,10.2,11.0,2.25,2.4,2.26,3.41,1.72
2321,2012,5475,Murindó,5,Antioquia,3758.0,Antioquia (ETC),1023.0,95.6,95.6,106.2,24.0,10.0,103.5,190.3,47.7,19.4,4.06,1.99,11.04,2.97,95.94,98.01,88.96,82.86,5.15,4.43,7.98,4.24,2.4,2.26,3.41,1.72
2322,2012,5480,Mutatá,5,Antioquia,3758.0,Antioquia (ETC),5029.0,80.77,80.8,93.0,42.1,15.9,88.5,128.9,66.6,34.4,5.75,6.11,4.55,6.51,94.16,93.81,95.35,93.02,0.1,0.08,0.1,0.47,1.12,1.12,1.76,1.72
2323,2012,5483,Nariño,5,Antioquia,3758.0,Antioquia (ETC),4163.0,58.52,58.5,64.6,34.4,12.2,62.6,90.1,50.9,26.3,2.04,1.65,2.91,2.79,86.97,82.62,90.98,97.21,11.0,4.43,6.1,4.24,0.04,2.26,0.2,1.72
2324,2012,5490,Necoclí,5,Antioquia,3758.0,Antioquia (ETC),16267.0,91.67,91.7,103.8,58.6,19.4,105.4,136.8,94.3,48.2,5.68,4.51,8.32,5.78,88.74,90.64,82.83,88.54,5.58,4.85,8.85,5.68,0.13,0.15,0.13,0.11
2325,2012,5495,Nechí,5,Antioquia,3758.0,Antioquia (ETC),6457.0,99.23,99.2,117.6,48.5,18.3,108.0,159.6,74.4,41.6,2.62,1.71,0.7,2.97,97.25,98.29,99.3,78.98,0.13,4.43,7.98,1.85,0.23,0.34,0.13,1.72
2326,2012,5501,Olaya,5,Antioquia,3758.0,Antioquia (ETC),785.0,80.89,80.9,89.7,58.1,45.3,93.0,109.3,81.2,84.4,2.22,2.65,2.29,0.93,94.6,91.47,96.79,98.13,3.19,5.88,0.92,0.93,4.78,2.26,2.0,1.08
2327,2012,5541,Peñol,5,Antioquia,3758.0,Antioquia (ETC),3820.0,92.64,92.6,89.4,76.4,62.5,101.9,105.3,103.7,100.8,3.34,2.51,4.92,1.67,82.48,85.45,76.23,81.94,14.18,12.04,18.85,4.24,0.13,0.25,3.41,1.72
2328,2012,5543,Peque,5,Antioquia,3758.0,Antioquia (ETC),2589.0,78.87,78.9,78.9,47.2,16.8,92.2,121.9,83.0,44.6,12.28,10.52,4.085,2.97,87.72,89.48,83.69,81.56,5.15,4.43,7.98,4.24,0.49,0.58,0.56,1.72
2329,2012,5576,Pueblorrico,5,Antioquia,3758.0,Antioquia (ETC),1773.0,94.53,94.5,92.9,75.0,30.3,113.3,132.4,115.8,65.7,5.74,4.4,6.11,6.21,77.1,78.56,72.08,77.64,5.15,4.43,7.98,4.24,1.22,1.58,1.03,0.83
2330,2012,5579,Puerto Berrío,5,Antioquia,3758.0,Antioquia (ETC),10095.0,84.57,84.5,87.7,65.7,39.1,97.5,109.2,97.9,80.2,5.46,5.34,6.07,4.03,94.47,94.56,93.89,95.87,0.07,0.09,0.04,0.1,0.38,0.47,0.44,1.72
2331,2012,5585,Puerto Nare,5,Antioquia,3758.0,Antioquia (ETC),4274.0,80.6,80.6,85.2,56.2,29.5,88.5,105.7,85.3,55.7,4.11,5.82,2.49,0.34,87.94,85.14,89.12,91.5,7.94,9.04,8.39,8.16,3.54,3.04,5.53,1.36
2332,2012,5591,Puerto Triunfo,5,Antioquia,3758.0,Antioquia (ETC),4612.0,86.97,87.0,89.9,61.4,26.6,112.0,144.9,107.0,56.1,4.24,4.75,4.32,0.72,92.13,91.68,90.38,97.83,3.63,3.57,5.3,1.44,0.23,0.25,0.16,0.72
2333,2012,5604,Remedios,5,Antioquia,3758.0,Antioquia (ETC),6798.0,114.37,114.4,132.3,67.4,28.7,119.8,183.8,88.9,48.1,5.97,4.71,8.51,9.66,88.42,89.73,84.44,84.85,5.61,5.55,7.05,5.49,0.42,0.42,0.51,0.38
2334,2012,5607,Retiro,5,Antioquia,3758.0,Antioquia (ETC),3961.0,107.17,106.4,104.4,93.5,61.3,114.6,121.7,119.6,98.2,2.15,2.1,2.48,1.21,83.92,89.03,78.99,71.91,13.94,8.87,18.53,4.24,0.38,0.38,0.53,0.25
2335,2012,5615,Rionegro,5,Antioquia,7609.0,Rionegro,24236.0,90.32,90.2,81.4,84.4,58.0,103.6,93.4,118.1,106.8,3.78,2.89,5.34,2.55,86.76,89.52,80.85,89.32,9.45,7.59,13.81,8.13,3.73,2.67,6.33,1.61
2336,2012,5628,Sabanalarga,5,Antioquia,3758.0,Antioquia (ETC),2265.0,88.08,88.1,98.9,68.7,27.1,109.7,151.9,94.5,59.9,3.31,2.67,4.21,3.26,89.12,85.02,92.99,96.28,7.56,12.32,2.8,0.47,1.94,1.65,2.57,4.62
2337,2012,5631,Sabaneta,5,Antioquia,7740.0,Sabaneta,8117.0,117.62,117.5,120.9,103.0,67.6,127.2,137.5,134.5,98.3,3.29,2.29,3.77,4.84,90.23,93.04,86.39,89.46,6.48,4.66,9.84,5.71,0.17,0.11,0.28,1.72
2338,2012,5642,Salgar,5,Antioquia,3758.0,Antioquia (ETC),4341.0,81.76,81.8,84.0,46.5,19.3,90.8,124.1,68.0,38.0,3.82,5.18,1.1,0.51,91.59,87.83,98.04,99.49,4.59,6.99,0.86,4.24,0.31,2.26,1.02,1.57
2339,2012,5647,San Andrés,5,Antioquia,3758.0,Antioquia (ETC),1570.0,109.55,109.6,116.9,80.5,38.7,119.8,153.0,114.7,75.8,4.68,5.11,4.23,0.98,95.32,94.89,95.77,99.02,5.15,4.43,7.98,4.24,2.54,2.82,2.27,3.5
2340,2012,5649,San Carlos,5,Antioquia,3758.0,Antioquia (ETC),3566.0,94.62,94.6,90.2,80.1,30.4,107.1,117.5,119.0,71.2,4.73,4.82,4.07,7.27,89.45,89.53,88.52,87.27,5.82,5.65,7.41,5.45,0.29,0.22,0.37,0.33
2341,2012,5652,San Francisco,5,Antioquia,3758.0,Antioquia (ETC),1292.0,99.61,99.6,98.0,73.7,32.9,123.5,130.8,129.5,83.1,2.42,2.45,2.69,2.92,93.09,93.07,90.05,94.89,4.48,4.47,7.26,2.19,2.4,2.26,3.41,1.72
2342,2012,5656,San Jerónimo,5,Antioquia,3758.0,Antioquia (ETC),2860.0,94.13,94.1,91.8,81.1,44.7,118.7,120.9,121.0,121.3,4.41,2.81,4.38,9.6,89.87,92.07,87.96,84.6,5.72,5.11,7.66,5.81,0.66,0.3,1.48,0.29
2343,2012,5658,San José de la Montaña,5,Antioquia,3758.0,Antioquia (ETC),895.0,83.46,83.5,85.9,64.5,47.0,89.8,105.0,83.8,80.3,6.68,4.98,11.69,1.25,92.29,94.53,88.31,91.25,1.03,0.5,7.98,7.5,2.4,2.26,3.41,1.72
2344,2012,5659,San Juan de Urabá,5,Antioquia,3758.0,Antioquia (ETC),6985.0,93.92,93.9,100.6,63.4,22.3,111.8,134.2,117.9,54.9,2.42,1.2,4.61,3.64,95.35,95.74,93.52,96.36,2.23,3.06,1.87,4.24,2.4,2.26,7.18,0.75
2345,2012,5660,San Luis,5,Antioquia,3758.0,Antioquia (ETC),2635.0,106.03,106.0,115.4,78.7,38.4,120.8,147.2,123.6,74.4,8.38,9.51,7.14,8.98,85.22,84.96,83.46,82.81,6.4,5.53,9.4,8.2,0.3,0.35,0.4,1.72
2346,2012,5664,San Pedro,5,Antioquia,3758.0,Antioquia (ETC),5968.0,87.45,87.5,77.8,82.5,56.8,96.4,88.9,106.6,100.3,2.69,2.13,3.37,2.18,97.29,97.87,96.63,97.69,0.02,4.43,7.98,0.13,0.31,0.55,0.06,0.28
2347,2012,5665,San Pedro de Uraba,5,Antioquia,3758.0,Antioquia (ETC),8524.0,107.04,107.0,112.4,84.8,27.7,124.8,144.5,137.1,79.4,6.2,3.14,9.98,12.44,88.11,91.85,81.94,81.83,5.69,5.01,8.08,5.73,1.62,1.9,1.9,0.57
2348,2012,5667,San Rafael,5,Antioquia,3758.0,Antioquia (ETC),2861.0,105.21,105.2,115.8,76.0,38.3,122.5,150.8,117.8,100.4,4.68,3.53,7.76,3.46,92.66,91.68,92.03,96.28,2.66,4.79,0.21,0.27,0.73,0.07,2.99,1.72
2349,2012,5670,San Roque,5,Antioquia,3758.0,Antioquia (ETC),4263.0,95.38,95.4,101.3,75.9,37.1,107.2,127.7,110.3,77.6,3.81,3.42,4.47,4.45,91.75,92.19,90.9,88.22,4.44,4.39,4.63,7.33,0.59,0.52,0.69,0.52
2350,2012,5674,San Vicente,5,Antioquia,3758.0,Antioquia (ETC),3746.0,104.46,104.5,103.1,95.5,58.6,113.1,118.7,120.1,92.1,1.56,1.18,1.67,2.15,90.82,90.61,88.95,93.2,7.62,8.21,9.38,4.65,0.24,0.34,0.25,1.72
2351,2012,5679,Santa Bárbara,5,Antioquia,3758.0,Antioquia (ETC),5086.0,91.57,91.6,85.3,80.4,45.6,100.5,103.6,106.4,77.7,2.81,2.59,2.71,2.51,92.51,94.69,88.76,92.92,4.67,2.72,8.54,4.57,1.73,0.91,3.68,1.13
2352,2012,5686,Santa Rosa de Osos,5,Antioquia,3758.0,Antioquia (ETC),7995.0,106.27,106.3,110.6,82.4,45.5,120.5,134.8,122.2,92.5,5.82,6.79,5.31,2.46,93.63,92.78,93.85,96.92,0.54,0.43,0.84,0.62,1.55,1.28,2.79,0.41
2353,2012,5690,Santo Domingo,5,Antioquia,3758.0,Antioquia (ETC),2527.0,102.06,102.1,92.9,82.1,36.2,116.4,121.4,130.0,82.4,4.79,4.65,5.34,2.45,93.05,94.07,90.98,93.88,2.17,1.28,3.68,3.67,1.89,1.65,2.94,1.33
2354,2012,5697,El Santuario,5,Antioquia,3758.0,Antioquia (ETC),5607.0,110.68,110.7,111.6,95.7,62.1,119.4,126.1,122.0,101.0,5.0,3.82,7.92,3.34,92.19,92.65,88.86,95.68,2.8,3.53,3.22,0.97,0.45,0.18,1.1,1.72
2355,2012,5736,Segovia,5,Antioquia,3758.0,Antioquia (ETC),9823.0,94.83,94.8,106.1,62.1,27.4,103.6,137.3,89.4,54.5,5.0,4.4,6.3,5.99,85.51,88.58,76.65,86.19,9.48,7.02,17.06,7.82,1.64,1.51,2.45,0.83
2356,2012,5756,Sonson,5,Antioquia,3758.0,Antioquia (ETC),8155.0,97.35,97.4,97.9,73.4,37.6,113.2,127.3,109.8,82.7,5.64,4.71,7.44,5.32,87.88,90.8,83.28,80.95,6.48,4.49,9.28,13.73,1.29,1.62,1.38,0.45
2357,2012,5761,Sopetrán,5,Antioquia,3758.0,Antioquia (ETC),3235.0,94.81,94.8,89.3,75.9,46.7,118.6,136.9,110.8,98.1,4.3,2.96,6.72,3.66,94.18,95.39,92.29,93.41,1.52,1.65,1.0,2.93,0.44,0.88,0.09,1.72
2358,2012,5789,Támesis,5,Antioquia,3758.0,Antioquia (ETC),3154.0,103.9,103.9,99.4,80.5,42.6,115.7,135.9,116.9,79.2,4.12,2.82,5.86,4.29,88.19,89.99,83.18,90.71,7.69,7.18,10.96,5.0,0.45,0.06,1.29,1.72
2359,2012,15232,Chíquiza,15,Boyacá,3769.0,Boyacá (ETC),1444.0,73.75,73.8,75.2,64.5,38.7,78.8,85.3,77.0,59.0,0.63,0.21,1.63,2.97,96.94,98.32,95.1,94.7,2.43,1.47,3.27,5.3,2.4,2.26,3.41,1.72
2360,2012,5790,Tarazá,5,Antioquia,3758.0,Antioquia (ETC),11620.0,75.58,75.6,83.7,43.4,14.8,90.0,119.1,72.8,48.2,3.8,3.25,4.86,7.21,90.47,90.61,87.16,91.04,5.73,6.14,7.98,1.74,1.27,0.51,3.93,0.75
2361,2012,5792,Tarso,5,Antioquia,3758.0,Antioquia (ETC),1842.0,67.97,68.0,63.6,57.5,28.3,76.9,89.5,83.1,50.7,3.11,3.76,3.06,1.46,86.41,89.98,79.87,86.13,10.48,6.26,17.07,12.41,2.12,3.44,0.45,2.26
2362,2012,5809,Titiribí,5,Antioquia,3758.0,Antioquia (ETC),2793.0,68.56,68.6,67.9,51.0,25.0,80.2,91.7,86.5,47.4,4.09,5.03,3.6,2.97,95.36,93.89,96.4,97.03,0.55,1.08,7.98,4.24,5.71,3.83,10.76,3.83
2363,2012,5819,Toledo,5,Antioquia,3758.0,Antioquia (ETC),1632.0,81.8,81.8,89.7,58.4,17.2,92.5,124.1,83.7,54.4,0.66,0.64,0.47,0.65,99.34,99.36,99.53,99.35,5.15,4.43,7.98,4.24,2.4,2.26,3.41,1.72
2364,2012,5837,Turbo,5,Antioquia,3763.0,Turbo,42078.0,93.24,93.2,99.9,60.9,27.4,111.1,137.8,99.4,70.0,4.57,3.98,5.54,6.14,94.56,94.75,93.96,93.35,0.87,1.26,0.5,0.51,0.87,1.27,0.62,0.07
2365,2012,5842,Uramita,5,Antioquia,3758.0,Antioquia (ETC),2033.0,75.6,75.6,77.2,46.8,16.8,94.6,130.8,79.2,41.9,5.85,5.11,6.73,6.5,92.02,91.4,93.27,93.5,2.13,3.48,7.98,4.24,4.31,3.7,8.62,1.14
2366,2012,5847,Urrao,5,Antioquia,3758.0,Antioquia (ETC),10586.0,62.67,62.7,65.7,40.5,20.4,72.2,90.0,63.2,51.1,2.82,4.24,0.85,0.32,91.93,89.42,94.0,96.63,5.25,6.35,5.15,3.04,0.09,0.05,0.18,0.19
2367,2012,5854,Valdivia,5,Antioquia,3758.0,Antioquia (ETC),5691.0,66.05,66.1,76.1,30.9,10.5,75.8,122.3,48.0,27.8,5.43,3.26,12.04,5.14,92.11,93.74,86.61,92.0,2.45,3.0,1.35,2.86,0.03,0.04,3.41,1.72
2368,2012,5856,Valparaíso,5,Antioquia,3758.0,Antioquia (ETC),1449.0,79.78,79.8,67.6,68.8,49.6,89.4,87.5,94.1,92.7,4.06,3.61,4.71,4.81,95.94,96.39,95.29,95.19,5.15,4.43,7.98,4.24,2.4,2.26,3.41,1.72
2369,2012,5858,Vegachí,5,Antioquia,3758.0,Antioquia (ETC),2585.0,122.09,122.1,122.0,92.9,41.1,145.5,167.2,147.6,103.1,4.77,5.1,4.78,4.35,87.46,88.01,85.38,84.28,7.77,6.89,9.84,11.37,2.4,2.26,3.41,1.72
2370,2012,5861,Venecia,5,Antioquia,3758.0,Antioquia (ETC),2700.0,89.44,89.4,92.9,73.9,40.0,102.9,112.4,104.2,91.7,9.23,5.52,14.05,11.29,87.94,90.75,83.08,87.74,2.83,3.74,2.88,0.97,1.69,1.57,2.1,1.94
2371,2012,5873,Vigía del Fuerte,5,Antioquia,3758.0,Antioquia (ETC),1310.0,85.34,86.4,82.84,78.7,26.5,97.5,103.35499999999999,183.3,120.4,6.5,3.85,12.98,12.76,93.46,96.15,87.02,86.73,0.03,4.43,7.98,0.51,0.03,2.26,0.13,1.72
2372,2012,5885,Yalí,5,Antioquia,3758.0,Antioquia (ETC),2163.0,63.62,63.6,65.5,40.3,16.7,68.2,88.0,61.2,33.0,6.26,4.51,11.44,3.54,79.37,83.75,65.17,82.3,14.37,11.74,7.98,14.16,7.22,2.26,7.06,5.75
2373,2012,5887,Yarumal,5,Antioquia,3758.0,Antioquia (ETC),11350.0,86.35,86.3,82.6,74.4,33.2,100.0,106.4,110.5,70.6,5.84,4.1,8.68,5.85,92.81,94.66,89.87,91.64,1.35,1.24,1.45,2.51,2.16,2.82,1.82,1.44
2374,2012,5890,Yolombó,5,Antioquia,3758.0,Antioquia (ETC),5361.0,85.36,85.4,88.2,60.2,29.8,96.0,112.0,90.6,67.4,3.83,3.58,4.43,4.64,86.73,87.24,82.78,87.7,9.44,9.17,12.79,7.66,2.4,2.26,3.41,1.72
2375,2012,5893,Yondó,5,Antioquia,3758.0,Antioquia (ETC),4248.0,93.39,93.4,103.8,55.4,19.6,109.1,142.7,93.3,50.8,8.15,7.11,8.64,1.2,91.78,92.8,91.27,98.8,0.07,0.09,0.09,4.24,2.13,2.33,2.48,1.99
2376,2012,5895,Zaragoza,5,Antioquia,3758.0,Antioquia (ETC),7822.0,93.45,93.5,100.1,60.1,19.8,108.7,140.3,86.7,47.8,1.61,1.15,1.7,6.96,98.39,98.85,98.3,93.04,5.15,4.43,7.98,4.24,0.92,1.17,0.92,0.4
2377,2012,8001,Barranquilla,8,Atlántico,4909.0,Barranquilla,248803.0,101.49,101.5,99.4,87.7,54.9,110.4,117.4,118.2,91.5,3.37,3.91,3.71,2.38,96.69,96.13,96.37,97.67,5.15,4.43,7.98,4.24,2.09,1.9,2.75,1.3
2378,2012,8078,Baranoa,8,Atlántico,3764.0,Atlántico (ETC),12291.0,93.92,93.9,85.0,87.2,51.0,105.0,106.6,115.1,85.2,2.16,2.21,1.73,3.29,97.48,97.7,97.61,96.25,0.35,0.09,0.66,0.46,3.8,2.06,6.81,1.58
2379,2012,8137,Campo de la Cruz,8,Atlántico,3764.0,Atlántico (ETC),4775.0,78.14,78.1,70.7,60.2,33.9,93.3,103.2,89.2,69.6,3.37,1.71,3.75,9.01,95.12,96.27,96.01,90.34,1.51,2.02,0.24,0.64,0.3,0.36,0.4,1.72
2380,2012,8141,Candelaria,8,Atlántico,3764.0,Atlántico (ETC),3290.0,82.34,82.2,85.0,59.0,27.7,98.4,130.2,86.1,45.8,1.91,2.14,2.45,2.97,98.09,97.86,97.55,100.0,5.15,4.43,7.98,4.24,4.98,6.42,5.58,1.72
2381,2012,8296,Galapa,8,Atlántico,3764.0,Atlántico (ETC),9777.0,81.41,81.3,79.1,66.4,37.4,93.8,104.8,91.0,69.9,1.95,2.5,1.29,0.92,96.3,95.5,96.7,99.08,1.75,2.0,2.01,4.24,1.24,1.63,0.97,1.04
2382,2012,8372,Juan de Acosta,8,Atlántico,3764.0,Atlántico (ETC),3702.0,89.33,89.2,91.7,70.1,42.4,99.2,117.7,95.7,66.6,2.73,2.75,2.97,1.69,97.27,97.25,97.03,98.31,5.15,4.43,7.98,4.24,1.29,1.27,1.19,1.69
2383,2012,8421,Luruaco,8,Atlántico,3764.0,Atlántico (ETC),6255.0,94.24,94.2,89.3,71.3,40.7,109.3,119.4,107.4,81.2,2.34,2.87,2.14,1.3,97.56,97.13,97.56,98.7,0.1,4.43,0.31,4.24,1.08,1.12,0.97,0.39
2384,2012,8433,Malambo,8,Atlántico,3960.0,Malambo,27445.0,89.8,89.4,85.7,66.6,35.1,100.4,116.4,92.5,61.6,7.16,6.55,7.36,9.14,92.54,93.19,92.25,90.41,0.3,0.26,0.4,0.45,0.46,0.5,0.6,0.19
2385,2012,8436,Manatí,8,Atlántico,3764.0,Atlántico (ETC),3104.0,119.81,119.8,109.2,96.0,54.3,144.2,157.8,139.4,112.3,3.61,4.94,3.81,0.44,96.39,95.06,96.19,99.56,5.15,4.43,7.98,4.24,0.1,0.11,3.41,1.72
2386,2012,8520,Palmar de Varela,8,Atlántico,3764.0,Atlántico (ETC),5703.0,98.93,98.8,94.0,81.0,56.2,109.2,118.2,109.0,89.0,1.34,1.35,1.64,0.54,98.64,98.61,98.36,99.46,0.02,0.04,7.98,4.24,1.51,2.07,0.58,0.27
2387,2012,8549,Piojó,8,Atlántico,3764.0,Atlántico (ETC),1280.0,81.41,81.3,81.0,60.5,28.2,98.9,110.5,91.1,70.4,4.37,6.46,2.8,0.87,95.63,93.54,97.2,99.13,5.15,4.43,7.98,4.24,1.14,1.53,0.62,0.87
2388,2012,8558,Polonuevo,8,Atlántico,3764.0,Atlántico (ETC),3277.0,92.55,92.5,102.6,64.2,33.8,98.8,122.2,86.9,60.0,3.31,2.65,4.92,2.33,96.69,97.35,95.08,97.67,5.15,4.43,7.98,4.24,0.71,0.94,0.67,1.72
2389,2012,8560,Ponedera,8,Atlántico,3764.0,Atlántico (ETC),5340.0,81.69,81.7,81.1,56.4,26.4,94.0,112.9,87.1,54.0,3.93,3.26,5.26,5.34,96.07,96.74,94.74,94.66,5.15,4.43,7.98,4.24,0.74,1.03,0.43,0.7
2390,2012,8573,Puerto Colombia,8,Atlántico,3764.0,Atlántico (ETC),5752.0,85.34,86.4,82.84,70.91,41.21,97.5,103.35499999999999,101.6,75.32,2.86,3.58,2.21,2.81,97.0,96.06,97.79,97.19,0.14,0.36,7.98,4.24,2.15,1.59,3.04,2.52
2391,2012,8606,Repelón,8,Atlántico,3764.0,Atlántico (ETC),6309.0,87.99,88.0,84.6,70.3,29.7,103.9,118.4,105.0,63.0,8.56,7.15,11.72,4.9,91.44,92.85,88.28,95.1,5.15,4.43,7.98,4.24,0.05,0.1,3.41,1.72
2392,2012,8634,Sabanagrande,8,Atlántico,3764.0,Atlántico (ETC),6706.0,91.93,91.9,94.9,78.4,50.4,103.1,118.9,100.0,86.7,0.75,0.63,0.46,1.51,96.68,96.19,97.41,95.59,2.57,3.17,2.13,2.9,0.23,0.15,0.05,0.12
2393,2012,8638,Sabanalarga,8,Atlántico,3764.0,Atlántico (ETC),22818.0,77.53,77.4,71.5,66.4,42.5,88.2,92.5,87.2,72.9,4.24,5.23,3.09,3.38,95.73,94.72,96.91,96.62,0.02,0.05,7.98,4.24,1.05,1.06,1.36,0.05
2394,2012,8675,Santa Lucía,8,Atlántico,3764.0,Atlántico (ETC),3087.0,71.3,71.3,74.2,42.2,21.4,81.2,101.1,76.3,44.9,0.22,0.31,4.085,2.97,99.78,99.69,100.0,100.0,5.15,4.43,7.98,4.24,2.4,2.26,3.41,1.72
2395,2012,8685,Santo Tomás,8,Atlántico,3764.0,Atlántico (ETC),5336.0,79.91,79.8,82.1,66.6,31.4,93.0,109.5,92.6,65.6,0.41,0.31,0.32,0.8,99.57,99.69,99.61,99.2,0.03,4.43,0.06,4.24,0.74,1.67,0.06,0.2
